ClientId,DataExtracao,Score_Credito,Estado,Gênero,Idade,Tempo_Cliente,Limite_Credito_Mercado,Qte_Categorias,Usa_Cartao_Credito,Programa_Fidelidade,Sum_Pedidos_Acumulados,DataUltimaTransacao,DiasDesdeUltTransacao,Target,Cluster,TARGET
345668,2019-06-30,665,São Paulo,Feminino,40,6,0.0,1,1,1,674.3667916666666,2019-10-14,16,0,2,0
345669,2019-06-30,623,São Paulo,Feminino,44,6,0.0,2,0,0,696.510125,2019-10-16,14,0,3,0
345670,2019-06-30,738,São Paulo,Masculino,31,9,826.7415,1,1,0,174.878,2019-10-23,7,0,2,0
345671,2019-06-30,528,Rio de Janeiro,Masculino,36,7,0.0,2,1,0,252.23566666666665,2019-10-10,20,0,3,0
345672,2019-06-30,670,Rio de Janeiro,Feminino,65,1,0.0,1,1,1,740.232,2019-08-26,65,1,0,1
345673,2019-06-30,622,Rio de Janeiro,Feminino,46,4,1070.7327,2,1,1,129.10245833333337,2019-08-19,72,1,0,1
345674,2019-06-30,582,Minas Gerais,Masculino,32,1,889.3861999999998,1,1,1,41.893875,2019-10-28,2,0,3,0
345675,2019-06-30,785,Minas Gerais,Feminino,36,2,998.0685,1,0,1,154.06883333333332,2019-10-28,2,0,1,0
345676,2019-06-30,605,Rio de Janeiro,Masculino,33,5,1500.928,1,0,0,299.42829166666667,2019-10-15,15,0,3,0
345677,2019-06-30,479,Minas Gerais,Masculino,35,9,928.3389,1,1,0,414.37441666666666,2019-07-16,106,1,3,1
345678,2019-06-30,685,Minas Gerais,Masculino,30,3,905.3681,1,0,1,262.8453333333333,2019-10-14,16,0,1,0
345679,2019-06-30,538,Minas Gerais,Masculino,39,7,1080.5510000000004,2,1,0,113.46358333333332,2019-10-06,24,0,3,0
345680,2019-06-30,562,São Paulo,Masculino,42,2,1002.3835,1,0,0,361.655875,2019-10-29,1,0,3,0
345681,2019-06-30,675,Rio de Janeiro,Masculino,36,9,1061.9055,1,0,1,95.80966666666669,2019-10-12,18,0,2,0
345682,2019-06-30,721,Minas Gerais,Masculino,28,9,1544.7554,2,0,1,422.08725,2019-07-30,92,1,2,1
345683,2019-06-30,628,Minas Gerais,Feminino,30,9,1323.5129000000004,2,1,1,309.0380416666667,2019-10-23,7,0,2,0
345684,2019-06-30,668,Minas Gerais,Feminino,37,6,1678.644,1,1,0,481.8262083333333,2019-10-25,5,0,2,0
345685,2019-06-30,506,São Paulo,Feminino,41,1,0.0,2,1,0,132.35958333333332,2019-10-09,21,0,3,0
345686,2019-06-30,524,Minas Gerais,Feminino,31,8,1078.1863,1,1,0,832.1891250000001,2019-09-26,34,1,3,1
345687,2019-06-30,699,Minas Gerais,Masculino,34,4,1851.7381,2,1,0,503.477,2019-10-29,1,0,1,0
345688,2019-06-30,828,São Paulo,Masculino,34,8,1294.3334,2,0,0,158.88237499999997,2019-10-24,6,0,2,0
345689,2019-06-30,674,Rio de Janeiro,Masculino,39,6,1201.9342,1,0,0,417.21229166666666,2019-10-29,1,0,2,0
345690,2019-06-30,656,São Paulo,Feminino,39,6,0.0,2,1,0,587.7911666666668,2019-10-17,13,0,2,0
345691,2019-06-30,684,Minas Gerais,Feminino,48,10,1263.8442,1,1,1,825.539,2019-10-25,5,0,2,0
345692,2019-06-30,625,São Paulo,Feminino,28,3,0.0,1,0,0,765.1933750000002,2019-10-07,23,0,1,0
345693,2019-06-30,432,São Paulo,Masculino,42,9,1526.0345000000002,1,1,0,459.4385,2019-07-04,118,1,3,1
345694,2019-06-30,549,São Paulo,Feminino,52,1,0.0,1,0,1,35.98354166666665,2019-07-22,100,1,0,1
345695,2019-06-30,625,Minas Gerais,Masculino,56,0,1485.0724,1,1,0,195.1003333333333,2019-09-24,36,1,0,1
345696,2019-06-30,828,São Paulo,Feminino,41,7,0.0,2,1,0,714.0782083333332,2019-10-04,26,0,2,0
345697,2019-06-30,770,São Paulo,Masculino,24,9,1018.2707,1,1,0,696.9014583333334,2019-10-18,12,0,2,0
345698,2019-06-30,758,São Paulo,Feminino,34,3,0.0,2,1,1,517.609,2019-10-26,4,0,1,0
345699,2019-06-30,795,Minas Gerais,Feminino,33,9,1308.6243,1,1,1,478.8967083333334,2019-10-01,29,0,2,0
345700,2019-06-30,687,São Paulo,Masculino,38,9,1225.7087,1,1,1,148.37033333333332,2019-10-19,11,0,2,0
345701,2019-06-30,686,São Paulo,Masculino,25,1,0.0,2,0,1,68.58070833333332,2019-10-15,15,0,1,0
345702,2019-06-30,789,Minas Gerais,Masculino,39,7,1248.2846,2,1,1,518.3795,2019-10-17,13,0,2,0
345703,2019-06-30,589,Minas Gerais,Feminino,50,5,1448.9505,2,1,1,145.58845833333334,2019-10-14,16,0,0,0
345704,2019-06-30,461,Minas Gerais,Feminino,34,5,636.6393,1,0,1,699.1011666666666,2019-10-28,2,0,3,0
345705,2019-06-30,637,São Paulo,Masculino,40,2,1334.631,1,0,1,388.18891666666656,2019-10-13,17,0,1,0
345706,2019-06-30,584,Rio de Janeiro,Feminino,48,2,2131.462,1,1,0,313.171875,2019-07-04,118,1,0,1
345707,2019-06-30,579,Rio de Janeiro,Feminino,35,1,1294.9036,2,0,1,35.795125,2019-08-18,73,1,3,1
345708,2019-06-30,756,Minas Gerais,Masculino,44,10,1374.5209,1,1,0,789.7662499999997,2019-10-13,17,0,2,0
345709,2019-06-30,663,São Paulo,Masculino,34,7,0.0,2,1,1,751.7801666666667,2019-10-10,20,0,2,0
345710,2019-06-30,682,São Paulo,Feminino,43,5,1258.5193,1,1,1,805.4930416666666,2019-10-23,7,0,1,0
345711,2019-06-30,793,Rio de Janeiro,Masculino,52,2,0.0,1,1,0,663.0159166666667,2019-07-12,110,1,0,1
345712,2019-06-30,691,São Paulo,Feminino,31,5,409.1555,1,1,0,525.891,2019-07-19,103,1,1,1
345713,2019-06-30,485,Rio de Janeiro,Feminino,21,5,1131.5722,1,1,1,225.5895833333333,2019-10-29,1,0,3,0
345714,2019-06-30,635,Rio de Janeiro,Feminino,29,8,1382.9694,2,1,0,587.8146250000002,2019-10-19,11,0,2,0
345715,2019-06-30,650,São Paulo,Masculino,37,5,1069.6717999999996,1,0,0,102.062625,2019-10-26,4,0,1,0
345716,2019-06-30,735,São Paulo,Masculino,44,9,1206.8163,1,1,0,311.81808333333333,2019-10-16,14,0,2,0
345717,2019-06-30,416,São Paulo,Masculino,32,0,0.0,2,0,1,3.661958333333333,2019-10-23,7,0,3,0
345718,2019-06-30,754,Rio de Janeiro,Feminino,32,7,0.0,2,1,0,373.003125,2019-10-27,3,0,2,0
345719,2019-06-30,535,São Paulo,Feminino,48,9,0.0,1,1,0,624.5532916666667,2019-08-08,83,1,3,1
345720,2019-06-30,716,Rio de Janeiro,Masculino,42,8,0.0,2,1,0,753.3350833333334,2019-10-20,10,0,2,0
345721,2019-06-30,539,São Paulo,Masculino,37,2,1276.0959,1,1,0,411.02591666666666,2019-10-17,13,0,3,0
345722,2019-06-30,614,São Paulo,Feminino,43,6,0.0,2,1,1,454.3397083333333,2019-10-03,27,0,3,0
345723,2019-06-30,706,Rio de Janeiro,Masculino,57,7,0.0,1,1,0,74.75483333333331,2019-08-28,63,1,0,1
345724,2019-06-30,758,São Paulo,Feminino,33,7,0.0,2,0,0,345.818625,2019-10-18,12,0,2,0
345725,2019-06-30,586,Rio de Janeiro,Feminino,28,2,0.0,2,1,1,383.61395833333336,2019-10-02,28,0,3,0
345726,2019-06-30,646,São Paulo,Feminino,73,6,972.5925,1,0,1,436.3319166666667,2019-10-22,8,0,0,0
345727,2019-06-30,631,Minas Gerais,Feminino,33,4,1232.467,1,0,0,469.5315416666667,2019-10-30,0,0,3,0
345728,2019-06-30,717,Rio de Janeiro,Feminino,22,6,1010.6025,1,0,1,352.91483333333326,2019-10-12,18,0,2,0
345729,2019-06-30,684,São Paulo,Masculino,30,2,0.0,2,1,0,347.8075833333333,2019-10-07,23,0,1,0
345730,2019-06-30,800,São Paulo,Feminino,49,7,1080.0736,1,0,0,196.354625,2019-10-24,6,0,0,0
345731,2019-06-30,721,Rio de Janeiro,Feminino,36,2,0.0,2,1,1,445.7408333333333,2019-10-14,16,0,1,0
345732,2019-06-30,683,Rio de Janeiro,Masculino,29,0,1337.0289000000002,1,1,0,231.59391666666664,2019-08-06,85,1,1,1
345733,2019-06-30,660,Minas Gerais,Masculino,31,9,1251.8975,2,1,1,582.810125,2019-10-12,18,0,2,0
345734,2019-06-30,704,Minas Gerais,Feminino,24,7,1130.3422,1,1,0,677.0978333333334,2019-08-04,87,1,2,1
345735,2019-06-30,615,Rio de Janeiro,Feminino,41,9,1090.1323,1,1,0,818.7498333333333,2019-10-04,26,0,2,0
345736,2019-06-30,667,Rio de Janeiro,Feminino,39,2,0.0,2,1,0,169.67183333333332,2019-08-09,82,1,1,1
345737,2019-06-30,682,Minas Gerais,Masculino,24,9,579.2981,2,0,0,221.39291666666668,2019-10-09,21,0,2,0
345738,2019-06-30,484,São Paulo,Feminino,29,4,1301.1439,1,1,0,683.4078750000002,2019-10-01,29,0,3,0
345739,2019-06-30,628,Minas Gerais,Masculino,27,5,958.2649,2,1,0,649.9873333333333,2019-10-10,20,0,3,0
345740,2019-06-30,480,Minas Gerais,Masculino,44,10,1296.0857,1,1,0,22.80291666666667,2019-07-11,111,1,3,1
345741,2019-06-30,578,São Paulo,Masculino,30,4,1694.6209,1,1,0,467.4462916666666,2019-10-22,8,0,3,0
345742,2019-06-30,512,São Paulo,Masculino,40,5,0.0,2,1,1,610.2409583333333,2019-10-29,1,0,3,0
345743,2019-06-30,484,Rio de Janeiro,Feminino,35,7,1338.6821,1,1,1,113.69208333333331,2019-10-20,10,0,3,0
345744,2019-06-30,510,São Paulo,Feminino,30,0,0.0,2,1,1,543.9727916666667,2019-10-27,3,0,3,0
345745,2019-06-30,606,Minas Gerais,Masculino,36,5,1904.7948,2,0,0,747.2995416666668,2019-10-21,9,0,3,0
345746,2019-06-30,597,Rio de Janeiro,Feminino,40,8,1019.9312,1,0,1,394.8921666666666,2019-10-24,6,0,2,0
345747,2019-06-30,754,Minas Gerais,Feminino,55,3,1616.0881,1,1,0,33.67020833333333,2019-09-14,46,1,0,1
345748,2019-06-30,850,Rio de Janeiro,Feminino,45,2,1223.1121,1,1,1,81.17708333333334,2019-10-16,14,0,1,0
345749,2019-06-30,510,São Paulo,Masculino,65,2,0.0,2,1,1,200.298375,2019-10-29,1,0,0,0
345750,2019-06-30,778,Minas Gerais,Feminino,45,1,1621.5042,2,1,0,727.213625,2019-10-17,13,0,1,0
345751,2019-06-30,636,São Paulo,Masculino,42,2,0.0,2,1,1,231.12825,2019-10-08,22,0,1,0
345752,2019-06-30,804,São Paulo,Feminino,50,4,0.0,1,1,1,35.61195833333333,2019-08-18,73,1,0,1
345753,2019-06-30,514,São Paulo,Masculino,32,8,0.0,2,1,0,399.4049166666666,2019-10-27,3,0,3,0
345754,2019-06-30,730,São Paulo,Feminino,39,1,990.1067,1,1,0,812.2741666666666,2019-10-21,9,0,1,0
345755,2019-06-30,525,Rio de Janeiro,Feminino,37,0,0.0,1,0,1,548.0071666666666,2019-10-08,22,0,3,0
345756,2019-06-30,616,Rio de Janeiro,Masculino,30,5,0.0,2,0,1,817.1187916666668,2019-10-10,20,0,3,0
345757,2019-06-30,687,Minas Gerais,Feminino,34,7,1113.8818,2,1,0,619.0198333333334,2019-10-01,29,0,2,0
345758,2019-06-30,715,São Paulo,Feminino,41,8,562.1485,2,0,0,387.42754166666674,2019-07-02,120,1,2,1
345759,2019-06-30,512,São Paulo,Feminino,36,3,843.2777000000002,2,1,0,73.64733333333334,2019-10-01,29,0,3,0
345760,2019-06-30,479,São Paulo,Masculino,40,1,0.0,2,0,0,479.15179166666667,2019-10-14,16,0,3,0
345761,2019-06-30,601,São Paulo,Masculino,32,8,930.1289,1,1,0,362.3225833333333,2019-10-03,27,0,2,0
345762,2019-06-30,580,Rio de Janeiro,Masculino,29,9,617.1044,2,1,0,533.6575,2019-10-23,7,0,2,0
345763,2019-06-30,807,São Paulo,Masculino,35,3,1747.9015,1,1,1,2.5015,2019-10-10,20,0,1,0
345764,2019-06-30,616,Rio de Janeiro,Feminino,32,6,0.0,2,1,1,179.17275,2019-10-27,3,0,2,0
345765,2019-06-30,721,Minas Gerais,Masculino,37,3,1077.2064,1,1,1,660.7963333333333,2019-10-21,9,0,1,0
345766,2019-06-30,501,São Paulo,Masculino,57,10,0.0,2,1,1,199.36329166666667,2019-10-11,19,0,0,0
345767,2019-06-30,521,São Paulo,Masculino,35,6,964.2384,1,1,0,43.70183333333334,2019-10-01,29,0,3,0
345768,2019-06-30,850,Rio de Janeiro,Masculino,30,2,1410.4001,1,1,1,24.90916666666667,2019-10-03,27,0,1,0
345769,2019-06-30,759,São Paulo,Masculino,42,4,1054.2017999999996,1,0,1,505.8710833333333,2019-10-28,2,0,1,0
345770,2019-06-30,516,Rio de Janeiro,Masculino,50,5,0.0,1,0,1,608.941375,2019-09-09,51,1,0,1
345771,2019-06-30,711,São Paulo,Feminino,38,2,1290.2206,2,1,1,59.89525,2019-09-19,41,1,1,1
345772,2019-06-30,512,Rio de Janeiro,Masculino,33,3,1766.6662,1,1,0,394.46154166666673,2019-10-01,29,0,3,0
345773,2019-06-30,550,São Paulo,Masculino,37,3,0.0,1,1,1,748.6262916666667,2019-10-03,27,0,3,0
345774,2019-06-30,608,Rio de Janeiro,Feminino,41,3,897.6383999999998,1,0,0,830.4364166666667,2019-08-03,88,1,3,1
345775,2019-06-30,618,São Paulo,Masculino,34,5,1349.5453,1,1,1,633.1432916666668,2019-10-28,2,0,3,0
345776,2019-06-30,643,São Paulo,Masculino,45,5,0.0,1,1,0,593.80625,2019-08-09,82,1,3,1
345777,2019-06-30,671,São Paulo,Masculino,45,2,1063.7685,1,0,1,659.4359166666667,2019-10-23,7,0,1,0
345778,2019-06-30,689,Minas Gerais,Masculino,33,2,1618.1464,2,1,0,705.7579166666667,2019-10-30,0,0,1,0
345779,2019-06-30,603,São Paulo,Masculino,31,8,0.0,2,1,1,707.97925,2019-10-29,1,0,2,0
345780,2019-06-30,620,São Paulo,Feminino,41,9,0.0,2,0,0,370.218625,2019-10-21,9,0,2,0
345781,2019-06-30,676,São Paulo,Feminino,34,1,630.9501,1,1,1,169.35754166666666,2019-10-12,18,0,1,0
345782,2019-06-30,572,Minas Gerais,Masculino,26,4,1182.8701,2,0,0,251.78041666666667,2019-10-09,21,0,3,0
345783,2019-06-30,668,Minas Gerais,Masculino,47,7,1068.5421,1,0,1,658.1625833333333,2019-07-09,113,1,0,1
345784,2019-06-30,695,São Paulo,Masculino,46,7,495.1255000000001,1,1,0,554.1972499999998,2019-10-25,5,0,2,0
345785,2019-06-30,730,Rio de Janeiro,Feminino,33,9,0.0,2,0,0,735.7359166666665,2019-10-20,10,0,2,0
345786,2019-06-30,807,São Paulo,Masculino,43,1,1057.9932,2,1,0,145.36683333333332,2019-07-21,101,1,1,1
345787,2019-06-30,592,São Paulo,Masculino,54,8,0.0,1,1,1,119.74045833333332,2019-08-12,79,1,0,1
