"ClientId","DataExtracao","Score_Credito","Estado","Gênero","Idade","Tempo_Cliente","Limite_Credito_Mercado","Qte_Categorias","Usa_Cartao_Credito","Programa_Fidelidade","Sum_Pedidos_Acumulados","ClientId","DataUltimaTransacao"
345700,2019-06-30,687,São Paulo,Masculino,38,9,1225.7087,1,1,1,148.37033333333332,345700,2019-10-19
345701,2019-06-30,686,São Paulo,Masculino,25,1,0.0,2,0,1,68.58070833333332,345701,2019-10-15
345702,2019-06-30,789,Minas Gerais,Masculino,39,7,1248.2846,2,1,1,518.3795,345702,2019-10-17
345703,2019-06-30,589,Minas Gerais,Feminino,50,5,1448.9505,2,1,1,145.58845833333334,345703,2019-10-14
345704,2019-06-30,461,Minas Gerais,Feminino,34,5,636.6393,1,0,1,699.1011666666666,345704,2019-10-28
345705,2019-06-30,637,São Paulo,Masculino,40,2,1334.631,1,0,1,388.18891666666656,345705,2019-10-13
345706,2019-06-30,584,Rio de Janeiro,Feminino,48,2,2131.462,1,1,0,313.171875,345706,2019-07-04
345707,2019-06-30,579,Rio de Janeiro,Feminino,35,1,1294.9036,2,0,1,35.795125,345707,2019-08-18
345708,2019-06-30,756,Minas Gerais,Masculino,44,10,1374.5209,1,1,0,789.7662499999997,345708,2019-10-13
345709,2019-06-30,663,São Paulo,Masculino,34,7,0.0,2,1,1,751.7801666666667,345709,2019-10-10
345710,2019-06-30,682,São Paulo,Feminino,43,5,1258.5193,1,1,1,805.4930416666666,345710,2019-10-23
345711,2019-06-30,793,Rio de Janeiro,Masculino,52,2,0.0,1,1,0,663.0159166666667,345711,2019-07-12
345712,2019-06-30,691,São Paulo,Feminino,31,5,409.1555,1,1,0,525.891,345712,2019-07-19
345713,2019-06-30,485,Rio de Janeiro,Feminino,21,5,1131.5722,1,1,1,225.5895833333333,345713,2019-10-29
345714,2019-06-30,635,Rio de Janeiro,Feminino,29,8,1382.9694,2,1,0,587.8146250000002,345714,2019-10-19
345715,2019-06-30,650,São Paulo,Masculino,37,5,1069.6717999999996,1,0,0,102.062625,345715,2019-10-26
345716,2019-06-30,735,São Paulo,Masculino,44,9,1206.8163,1,1,0,311.81808333333333,345716,2019-10-16
345717,2019-06-30,416,São Paulo,Masculino,32,0,0.0,2,0,1,3.661958333333333,345717,2019-10-23
345718,2019-06-30,754,Rio de Janeiro,Feminino,32,7,0.0,2,1,0,373.003125,345718,2019-10-27
345719,2019-06-30,535,São Paulo,Feminino,48,9,0.0,1,1,0,624.5532916666667,345719,2019-08-08
345720,2019-06-30,716,Rio de Janeiro,Masculino,42,8,0.0,2,1,0,753.3350833333334,345720,2019-10-20
345721,2019-06-30,539,São Paulo,Masculino,37,2,1276.0959,1,1,0,411.02591666666666,345721,2019-10-17
345722,2019-06-30,614,São Paulo,Feminino,43,6,0.0,2,1,1,454.3397083333333,345722,2019-10-03
345723,2019-06-30,706,Rio de Janeiro,Masculino,57,7,0.0,1,1,0,74.75483333333331,345723,2019-08-28
345724,2019-06-30,758,São Paulo,Feminino,33,7,0.0,2,0,0,345.818625,345724,2019-10-18
345725,2019-06-30,586,Rio de Janeiro,Feminino,28,2,0.0,2,1,1,383.61395833333336,345725,2019-10-02
345726,2019-06-30,646,São Paulo,Feminino,73,6,972.5925,1,0,1,436.3319166666667,345726,2019-10-22
345727,2019-06-30,631,Minas Gerais,Feminino,33,4,1232.467,1,0,0,469.5315416666667,345727,2019-10-30
345728,2019-06-30,717,Rio de Janeiro,Feminino,22,6,1010.6025,1,0,1,352.91483333333326,345728,2019-10-12
345729,2019-06-30,684,São Paulo,Masculino,30,2,0.0,2,1,0,347.8075833333333,345729,2019-10-07
345730,2019-06-30,800,São Paulo,Feminino,49,7,1080.0736,1,0,0,196.354625,345730,2019-10-24
345731,2019-06-30,721,Rio de Janeiro,Feminino,36,2,0.0,2,1,1,445.74083333333334,345731,2019-10-14
345732,2019-06-30,683,Rio de Janeiro,Masculino,29,0,1337.0289000000002,1,1,0,231.59391666666664,345732,2019-08-06
345733,2019-06-30,660,Minas Gerais,Masculino,31,9,1251.8975,2,1,1,582.810125,345733,2019-10-12
345734,2019-06-30,704,Minas Gerais,Feminino,24,7,1130.3422,1,1,0,677.0978333333334,345734,2019-08-04
345735,2019-06-30,615,Rio de Janeiro,Feminino,41,9,1090.1323,1,1,0,818.7498333333333,345735,2019-10-04
345736,2019-06-30,667,Rio de Janeiro,Feminino,39,2,0.0,2,1,0,169.67183333333332,345736,2019-08-09
345737,2019-06-30,682,Minas Gerais,Masculino,24,9,579.2981,2,0,0,221.39291666666668,345737,2019-10-09
345738,2019-06-30,484,São Paulo,Feminino,29,4,1301.1439,1,1,0,683.4078750000002,345738,2019-10-01
345739,2019-06-30,628,Minas Gerais,Masculino,27,5,958.2649,2,1,0,649.9873333333333,345739,2019-10-10
345740,2019-06-30,480,Minas Gerais,Masculino,44,10,1296.0857,1,1,0,22.80291666666667,345740,2019-07-11
345741,2019-06-30,578,São Paulo,Masculino,30,4,1694.6209,1,1,0,467.4462916666666,345741,2019-10-22
345742,2019-06-30,512,São Paulo,Masculino,40,5,0.0,2,1,1,610.2409583333333,345742,2019-10-29
345743,2019-06-30,484,Rio de Janeiro,Feminino,35,7,1338.6821,1,1,1,113.69208333333331,345743,2019-10-20
345744,2019-06-30,510,São Paulo,Feminino,30,0,0.0,2,1,1,543.9727916666667,345744,2019-10-27
345745,2019-06-30,606,Minas Gerais,Masculino,36,5,1904.7948,2,0,0,747.2995416666668,345745,2019-10-21
345746,2019-06-30,597,Rio de Janeiro,Feminino,40,8,1019.9312,1,0,1,394.8921666666666,345746,2019-10-24
345747,2019-06-30,754,Minas Gerais,Feminino,55,3,1616.0881,1,1,0,33.67020833333333,345747,2019-09-14
345748,2019-06-30,850,Rio de Janeiro,Feminino,45,2,1223.1121,1,1,1,81.17708333333334,345748,2019-10-16
345749,2019-06-30,510,São Paulo,Masculino,65,2,0.0,2,1,1,200.298375,345749,2019-10-29
345750,2019-06-30,778,Minas Gerais,Feminino,45,1,1621.5042,2,1,0,727.213625,345750,2019-10-17
345751,2019-06-30,636,São Paulo,Masculino,42,2,0.0,2,1,1,231.12825,345751,2019-10-08
345752,2019-06-30,804,São Paulo,Feminino,50,4,0.0,1,1,1,35.61195833333333,345752,2019-08-18
345753,2019-06-30,514,São Paulo,Masculino,32,8,0.0,2,1,0,399.4049166666666,345753,2019-10-27
345754,2019-06-30,730,São Paulo,Feminino,39,1,990.1067,1,1,0,812.2741666666666,345754,2019-10-21
345755,2019-06-30,525,Rio de Janeiro,Feminino,37,0,0.0,1,0,1,548.0071666666666,345755,2019-10-08
345756,2019-06-30,616,Rio de Janeiro,Masculino,30,5,0.0,2,0,1,817.1187916666668,345756,2019-10-10
345757,2019-06-30,687,Minas Gerais,Feminino,34,7,1113.8818,2,1,0,619.0198333333334,345757,2019-10-01
345758,2019-06-30,715,São Paulo,Feminino,41,8,562.1485,2,0,0,387.42754166666674,345758,2019-07-02
345759,2019-06-30,512,São Paulo,Feminino,36,3,843.2777000000002,2,1,0,73.64733333333334,345759,2019-10-01
345760,2019-06-30,479,São Paulo,Masculino,40,1,0.0,2,0,0,479.15179166666667,345760,2019-10-14
345761,2019-06-30,601,São Paulo,Masculino,32,8,930.1289,1,1,0,362.3225833333333,345761,2019-10-03
345762,2019-06-30,580,Rio de Janeiro,Masculino,29,9,617.1044,2,1,0,533.6575,345762,2019-10-23
345763,2019-06-30,807,São Paulo,Masculino,35,3,1747.9015,1,1,1,2.5015,345763,2019-10-10
345764,2019-06-30,616,Rio de Janeiro,Feminino,32,6,0.0,2,1,1,179.17275,345764,2019-10-27
345765,2019-06-30,721,Minas Gerais,Masculino,37,3,1077.2064,1,1,1,660.7963333333333,345765,2019-10-21
345766,2019-06-30,501,São Paulo,Masculino,57,10,0.0,2,1,1,199.36329166666667,345766,2019-10-11
345767,2019-06-30,521,São Paulo,Masculino,35,6,964.2384,1,1,0,43.70183333333334,345767,2019-10-01
345768,2019-06-30,850,Rio de Janeiro,Masculino,30,2,1410.4001,1,1,1,24.90916666666667,345768,2019-10-03
345769,2019-06-30,759,São Paulo,Masculino,42,4,1054.2017999999996,1,0,1,505.8710833333333,345769,2019-10-28
345770,2019-06-30,516,Rio de Janeiro,Masculino,50,5,0.0,1,0,1,608.941375,345770,2019-09-09
345771,2019-06-30,711,São Paulo,Feminino,38,2,1290.2206,2,1,1,59.89525,345771,2019-09-19
345772,2019-06-30,512,Rio de Janeiro,Masculino,33,3,1766.6662,1,1,0,394.46154166666673,345772,2019-10-01
345773,2019-06-30,550,São Paulo,Masculino,37,3,0.0,1,1,1,748.6262916666667,345773,2019-10-03
345774,2019-06-30,608,Rio de Janeiro,Feminino,41,3,897.6383999999998,1,0,0,830.4364166666667,345774,2019-08-03
345775,2019-06-30,618,São Paulo,Masculino,34,5,1349.5453,1,1,1,633.1432916666668,345775,2019-10-28
345776,2019-06-30,643,São Paulo,Masculino,45,5,0.0,1,1,0,593.80625,345776,2019-08-09
345777,2019-06-30,671,São Paulo,Masculino,45,2,1063.7685,1,0,1,659.4359166666667,345777,2019-10-23
345778,2019-06-30,689,Minas Gerais,Masculino,33,2,1618.1464,2,1,0,705.7579166666667,345778,2019-10-30
345779,2019-06-30,603,São Paulo,Masculino,31,8,0.0,2,1,1,707.97925,345779,2019-10-29
345780,2019-06-30,620,São Paulo,Feminino,41,9,0.0,2,0,0,370.218625,345780,2019-10-21
345781,2019-06-30,676,São Paulo,Feminino,34,1,630.9501,1,1,1,169.35754166666666,345781,2019-10-12
345782,2019-06-30,572,Minas Gerais,Masculino,26,4,1182.8701,2,0,0,251.78041666666667,345782,2019-10-09
345783,2019-06-30,668,Minas Gerais,Masculino,47,7,1068.5421,1,0,1,658.1625833333333,345783,2019-07-09
345784,2019-06-30,695,São Paulo,Masculino,46,7,495.1255000000001,1,1,0,554.1972499999998,345784,2019-10-25
345785,2019-06-30,730,Rio de Janeiro,Feminino,33,9,0.0,2,0,0,735.7359166666665,345785,2019-10-20
345786,2019-06-30,807,São Paulo,Masculino,43,1,1057.9932,2,1,0,145.36683333333332,345786,2019-07-21
345787,2019-06-30,592,São Paulo,Masculino,54,8,0.0,1,1,1,119.74045833333332,345787,2019-08-12
345788,2019-06-30,726,São Paulo,Feminino,31,9,1147.2205,2,1,1,409.077375,345788,2019-10-11
345789,2019-06-30,514,Rio de Janeiro,Masculino,30,7,0.0,1,0,1,520.876,345789,2019-10-17
345790,2019-06-30,567,São Paulo,Masculino,42,2,0.0,2,1,1,699.9358749999999,345790,2019-10-06
345791,2019-06-30,850,São Paulo,Masculino,33,10,0.0,1,1,0,20.257166666666674,345791,2019-08-10
345792,2019-06-30,671,Minas Gerais,Masculino,45,6,995.6422,1,1,1,453.6352083333333,345792,2019-09-02
345793,2019-06-30,670,São Paulo,Masculino,37,4,1705.5791,2,1,0,826.0536666666667,345793,2019-10-26
345794,2019-06-30,694,São Paulo,Feminino,30,9,0.0,2,1,1,112.334625,345794,2019-10-29
345795,2019-06-30,547,Minas Gerais,Feminino,39,6,745.9614999999999,3,1,1,357.27716666666674,345795,2019-08-26
345796,2019-06-30,751,Minas Gerais,Masculino,50,2,968.8839,1,1,0,321.6927083333333,345796,2019-07-04
345797,2019-06-30,594,Minas Gerais,Feminino,29,3,1308.3022,1,1,0,254.368875,345797,2019-10-18
345798,2019-06-30,673,São Paulo,Masculino,72,1,0.0,2,0,1,466.5882916666666,345798,2019-10-21
345799,2019-06-30,610,São Paulo,Masculino,40,0,0.0,2,1,0,259.3025,345799,2019-10-10
345800,2019-06-30,512,São Paulo,Feminino,37,1,0.0,2,0,1,650.437625,345800,2019-10-24
345801,2019-06-30,767,Minas Gerais,Masculino,20,3,1197.1425,2,0,1,625.5640833333333,345801,2019-10-19
345802,2019-06-30,585,São Paulo,Feminino,67,5,1139.7897,2,0,1,388.10879166666666,345802,2019-10-27
345803,2019-06-30,763,Minas Gerais,Masculino,42,6,1001.6075,1,1,0,139.42891666666668,345803,2019-08-13
345804,2019-06-30,712,São Paulo,Feminino,29,2,0.0,1,1,1,601.5625,345804,2019-10-08
345805,2019-06-30,539,Minas Gerais,Feminino,43,3,1162.205,3,1,0,232.5165,345805,2019-09-24
345806,2019-06-30,668,São Paulo,Feminino,46,2,0.0,3,1,0,371.03525,345806,2019-07-14
345807,2019-06-30,703,São Paulo,Masculino,28,2,811.7383,2,0,1,678.3839999999999,345807,2019-10-08
345808,2019-06-30,662,Rio de Janeiro,Masculino,38,4,0.0,2,1,0,567.7485416666666,345808,2019-10-26
